date,country,D,H,I,M,S
2021-10-26,Japan,29,0,0,96,0
2021-10-26,Sweden,3,0,0,7,0
2021-10-27,Afghanistan,8,0,0,32,0
2021-10-27,Japan,29,0,0,96,0
2021-10-27,Sweden,3,0,0,7,0
2021-10-28,Afghanistan,8,0,0,32,0
2021-10-28,Japan,29,0,0,96,0
2021-10-28,Sweden,3,0,0,7,0
2021-10-29,Afghanistan,8,0,0,32,0
2021-10-29,Japan,29,0,0,96,0
2021-10-29,Sweden,3,0,0,7,0
2021-10-30,Afghanistan,8,0,0,32,0
2021-10-30,Japan,29,0,0,96,0
2021-10-30,Sweden,3,0,0,7,0
2021-10-31,Afghanistan,8,0,0,32,0
2021-10-31,Japan,29,0,0,96,0
2021-10-31,Sweden,3,0,0,7,0
2021-11-01,Afghanistan,8,0,0,32,0
2021-11-01,Japan,29,0,0,96,0
2021-11-01,Sweden,3,0,0,7,0
2021-11-02,Afghanistan,8,0,0,32,0
2021-11-02,Japan,29,0,0,96,0
2021-11-02,Sweden,3,0,0,7,0
2021-11-03,Afghanistan,8,0,0,32,0
2021-11-03,Japan,29,0,0,96,0
2021-11-03,Sweden,3,0,0,7,0
2021-11-04,Afghanistan,8,0,0,32,0
2021-11-04,Japan,29,0,0,96,0
2021-11-04,Sweden,3,0,0,7,0
2021-11-05,Afghanistan,8,0,0,32,0
2021-11-05,Japan,29,0,0,96,0
2021-11-05,Sweden,3,0,0,7,0
2021-11-06,Afghanistan,8,0,0,32,0
2021-11-06,Japan,29,0,0,96,0
2021-11-06,Sweden,3,0,0,7,0
2021-11-07,Afghanistan,8,0,0,32,0
2021-11-07,Japan,29,0,0,96,0
2021-11-07,Sweden,3,0,0,7,0
2021-11-08,Afghanistan,8,0,0,32,0
2021-11-08,Japan,29,0,0,96,0
2021-11-08,Sweden,3,0,0,7,0
2021-11-09,Afghanistan,8,0,0,32,0
2021-11-09,Japan,29,0,0,96,0
2021-11-09,Sweden,3,0,0,7,0
2021-11-10,Afghanistan,8,0,0,32,0
2021-11-10,Japan,29,0,0,96,0
2021-11-10,Sweden,3,0,0,7,0
2021-11-11,Afghanistan,8,0,0,32,0
2021-11-11,Japan,29,0,0,96,0
2021-11-11,Sweden,3,0,0,7,0
2021-11-12,Afghanistan,8,0,0,32,0
2021-11-12,Japan,29,0,0,96,0
2021-11-12,Sweden,3,0,0,7,0
2021-11-13,Afghanistan,8,0,0,32,0
2021-11-13,Japan,29,0,0,96,0
2021-11-13,Sweden,3,0,0,7,0
2021-11-14,Afghanistan,8,0,0,32,0
2021-11-14,Japan,29,0,0,96,0
2021-11-14,Sweden,3,0,0,7,0
2021-11-15,Afghanistan,8,0,0,32,0
2021-11-15,Japan,29,0,0,96,0
2021-11-15,Sweden,3,0,0,7,0
2021-11-16,Afghanistan,8,0,0,32,0
2021-11-16,Japan,29,0,0,96,0
2021-11-16,Sweden,3,0,0,7,0
2021-11-17,Afghanistan,8,0,0,32,0
2021-11-17,Japan,29,0,0,96,0
2021-11-17,Sweden,3,0,0,7,0
2021-11-18,Afghanistan,8,0,0,32,0
2021-11-18,Japan,29,0,0,96,0
2021-11-18,Sweden,3,0,0,7,0
2021-11-19,Afghanistan,8,0,0,32,0
2021-11-19,Japan,29,0,0,96,0
2021-11-19,Sweden,3,0,0,7,0
2021-11-20,Afghanistan,8,0,0,32,0
2021-11-20,Japan,29,0,0,96,0
2021-11-20,Sweden,3,0,0,7,0
2021-11-21,Afghanistan,8,0,0,32,0
2021-11-21,Japan,29,0,0,96,0
2021-11-21,Sweden,3,0,0,7,0
2021-11-22,Afghanistan,8,0,0,32,0
2021-11-22,Japan,29,0,0,96,0
2021-11-22,Sweden,3,0,0,7,0
2021-11-23,Afghanistan,8,0,0,32,0
2021-11-23,Japan,29,0,0,96,0
2021-11-23,Sweden,3,0,0,7,0
2021-11-24,Afghanistan,8,0,0,32,0
2021-11-24,Japan,29,0,0,96,0
2021-11-24,Sweden,3,0,0,7,0
2021-11-25,Afghanistan,8,0,0,32,0
2021-11-25,Japan,29,0,0,96,0
2021-11-25,Sweden,3,0,0,7,0
2021-11-26,Afghanistan,8,0,0,32,0
2021-11-26,Japan,29,0,0,96,0
2021-11-26,Sweden,3,0,0,7,0
2021-11-27,Afghanistan,8,0,0,32,0
2021-11-27,Japan,29,0,0,96,0
2021-11-27,Sweden,3,0,0,7,0
2021-11-28,Afghanistan,8,0,0,32,0
2021-11-28,Japan,29,0,0,96,0
2021-11-28,Sweden,3,0,0,7,0
2021-11-29,Afghanistan,8,0,0,32,0
2021-11-29,Japan,29,0,0,96,0
2021-11-29,Sweden,3,0,0,7,0
2021-11-30,Afghanistan,8,0,0,32,0
2021-11-30,Japan,29,0,0,96,0
2021-11-30,Sweden,3,0,0,7,0
2021-12-01,Afghanistan,8,0,0,32,0
2021-12-01,Japan,29,0,0,96,0
2021-12-01,Sweden,3,0,0,7,0
2021-12-02,Afghanistan,8,0,0,32,0
2021-12-02,Japan,29,0,0,96,0
2021-12-02,Sweden,3,0,0,7,0
2021-12-03,Afghanistan,8,0,0,32,0
2021-12-03,Japan,29,0,0,96,0
2021-12-03,Sweden,3,0,0,7,0
2021-12-04,Afghanistan,8,0,0,32,0
2021-12-04,Japan,29,0,0,96,0
2021-12-04,Sweden,3,0,0,7,0
2021-12-05,Afghanistan,8,0,0,32,0
2021-12-05,Japan,29,0,0,96,0
2021-12-05,Sweden,3,0,0,7,0
2021-12-06,Afghanistan,8,0,0,32,0
2021-12-06,Japan,29,0,0,96,0
2021-12-06,Sweden,3,0,0,7,0
2021-12-07,Afghanistan,8,0,0,32,0
2021-12-07,Japan,29,0,0,96,0
2021-12-07,Sweden,3,0,0,7,0
2021-12-08,Afghanistan,8,0,0,32,0
2021-12-08,Japan,29,0,0,96,0
2021-12-08,Sweden,3,0,0,7,0
2021-12-09,Afghanistan,8,0,0,32,0
2021-12-09,Japan,29,0,0,96,0
2021-12-09,Sweden,3,0,0,7,0
2021-12-10,Afghanistan,8,0,0,32,0
2021-12-10,Japan,29,0,0,96,0
2021-12-10,Sweden,3,0,0,7,0
2021-12-11,Afghanistan,8,1,0,31,0
2021-12-11,Japan,29,3,0,93,0
2021-12-11,Sweden,3,0,0,7,0
2021-12-12,Afghanistan,8,2,0,30,0
2021-12-12,Japan,29,5,1,90,0
2021-12-12,Sweden,3,0,0,7,0
2021-12-13,Afghanistan,8,4,0,28,0
2021-12-13,Japan,29,7,1,88,0
2021-12-13,Sweden,3,0,0,7,0
2021-12-14,Afghanistan,8,4,0,28,0
2021-12-14,Japan,29,8,3,85,0
2021-12-14,Sweden,3,0,0,7,0
2021-12-15,Afghanistan,8,3,1,28,0
2021-12-15,Japan,29,6,6,84,0
2021-12-15,Sweden,3,0,0,7,0
2021-12-16,Afghanistan,8,2,2,28,0
2021-12-16,Japan,29,7,7,82,0
2021-12-16,Sweden,3,1,0,6,0
2021-12-17,Afghanistan,8,1,3,28,0
2021-12-17,Japan,29,6,7,83,0
2021-12-17,Sweden,3,2,0,5,0
2021-12-18,Afghanistan,8,1,3,28,0
2021-12-18,Japan,29,6,9,81,0
2021-12-18,Sweden,3,2,0,5,0
2021-12-19,Afghanistan,8,1,3,28,0
2021-12-19,Japan,29,2,11,82,1
2021-12-19,Sweden,3,1,1,5,0
2021-12-20,Afghanistan,8,3,2,26,1
2021-12-20,Japan,29,2,8,84,2
2021-12-20,Sweden,3,0,2,5,0
2021-12-21,Afghanistan,8,3,1,27,1
2021-12-21,Japan,29,2,9,83,2
2021-12-21,Sweden,3,0,2,5,0
2021-12-22,Afghanistan,8,2,1,28,1
2021-12-22,Japan,29,4,8,81,3
2021-12-22,Sweden,3,0,2,5,0
2021-12-23,Afghanistan,8,2,1,28,1
2021-12-23,Japan,29,3,8,80,5
2021-12-23,Sweden,3,0,2,5,0
2021-12-24,Afghanistan,8,1,2,28,1
2021-12-24,Japan,29,4,4,81,7
2021-12-24,Sweden,3,0,1,6,0
2021-12-25,Afghanistan,8,2,2,27,1
2021-12-25,Japan,29,4,5,80,7
2021-12-25,Sweden,3,0,0,6,1
2021-12-26,Afghanistan,8,2,2,27,1
2021-12-26,Japan,29,8,4,77,7
2021-12-26,Sweden,3,0,0,6,1
2021-12-27,Afghanistan,8,2,1,28,1
2021-12-27,Japan,29,12,6,71,7
2021-12-27,Sweden,3,0,0,6,1
2021-12-28,Afghanistan,8,5,1,25,1
2021-12-28,Japan,29,13,8,68,7
2021-12-28,Sweden,3,0,0,6,1
2021-12-29,Afghanistan,8,3,2,26,1
2021-12-29,Japan,29,13,11,65,7
2021-12-29,Sweden,3,0,0,6,1
2021-12-30,Afghanistan,8,4,4,23,1
2021-12-30,Japan,29,11,14,63,8
2021-12-30,Sweden,3,0,0,6,1
2021-12-31,Afghanistan,8,3,5,23,1
2021-12-31,Japan,29,15,16,56,9
2021-12-31,Sweden,3,0,0,6,1
2022-01-01,Afghanistan,8,3,6,22,1
2022-01-01,Japan,29,16,17,54,9
2022-01-01,Sweden,3,0,0,6,1
2022-01-02,Afghanistan,8,3,6,22,1
2022-01-02,Japan,29,9,20,56,11
2022-01-02,Sweden,3,1,0,5,1
2022-01-03,Afghanistan,8,3,5,23,1
2022-01-03,Japan,29,10,20,53,13
2022-01-03,Sweden,3,1,0,5,1
2022-01-04,Afghanistan,8,4,4,22,2
2022-01-04,Japan,29,12,17,52,15
2022-01-04,Sweden,3,1,0,5,1
2022-01-05,Afghanistan,8,4,3,22,3
2022-01-05,Japan,29,10,18,50,18
2022-01-05,Sweden,3,1,0,5,1
2022-01-06,Afghanistan,8,3,3,22,4
2022-01-06,Japan,29,10,17,50,19
2022-01-06,Sweden,3,1,0,5,1
2022-01-07,Afghanistan,8,4,4,20,4
2022-01-07,Japan,30,8,12,53,22
2022-01-07,Sweden,3,0,1,5,1
2022-01-08,Afghanistan,8,4,3,20,5
2022-01-08,Japan,30,7,11,57,20
2022-01-08,Sweden,3,0,1,5,1
2022-01-09,Afghanistan,8,5,2,19,6
2022-01-09,Japan,30,6,11,57,21
2022-01-09,Sweden,3,0,1,6,0
2022-01-10,Afghanistan,8,7,2,17,6
2022-01-10,Japan,30,5,8,59,23
2022-01-10,Sweden,3,0,1,6,0
2022-01-11,Afghanistan,8,9,3,13,7
2022-01-11,Japan,30,9,7,55,24
2022-01-11,Sweden,3,0,1,6,0
2022-01-12,Afghanistan,8,8,3,13,8
2022-01-12,Japan,30,8,6,56,25
2022-01-12,Sweden,3,0,0,6,1
2022-01-13,Afghanistan,8,8,3,13,8
2022-01-13,Japan,30,11,7,51,26
2022-01-13,Sweden,3,1,0,5,1
2022-01-14,Afghanistan,8,6,5,13,8
2022-01-14,Japan,30,10,7,52,26
2022-01-14,Sweden,3,2,0,4,1
2022-01-15,Afghanistan,8,8,5,11,8
2022-01-15,Japan,30,9,9,51,26
2022-01-15,Sweden,3,1,1,4,1
2022-01-16,Afghanistan,8,7,5,10,10
2022-01-16,Japan,30,8,10,50,27
2022-01-16,Sweden,3,1,1,4,1
2022-01-17,Afghanistan,8,5,6,11,10
2022-01-17,Japan,31,6,14,49,25
2022-01-17,Sweden,3,1,1,4,1
2022-01-18,Afghanistan,8,4,7,11,10
2022-01-18,Japan,32,7,13,50,23
2022-01-18,Sweden,3,1,1,4,1
2022-01-19,Afghanistan,8,4,5,15,8
2022-01-19,Japan,33,9,12,51,20
2022-01-19,Sweden,3,1,1,4,1
2022-01-20,Afghanistan,8,4,5,16,7
2022-01-20,Japan,33,6,13,53,20
2022-01-20,Sweden,3,0,1,5,1
2022-01-21,Afghanistan,8,4,3,17,8
2022-01-21,Japan,33,4,13,56,19
2022-01-21,Sweden,3,0,1,5,1
2022-01-22,Afghanistan,8,3,2,18,9
2022-01-22,Japan,34,5,9,60,17
2022-01-22,Sweden,3,0,1,5,1
2022-01-23,Afghanistan,8,3,1,19,9
2022-01-23,Japan,34,5,8,59,19
2022-01-23,Sweden,3,0,1,5,1
2022-01-24,Afghanistan,8,2,2,20,8
2022-01-24,Japan,34,6,8,59,18
2022-01-24,Sweden,3,1,1,4,1
2022-01-25,Afghanistan,8,2,2,20,8
2022-01-25,Japan,35,6,4,62,18
2022-01-25,Sweden,3,1,0,4,2
2022-01-26,Afghanistan,8,2,2,21,7
2022-01-26,Japan,35,5,3,63,19
2022-01-26,Sweden,3,0,1,4,2
2022-01-27,Afghanistan,8,2,1,23,6
2022-01-27,Japan,36,4,3,63,19
2022-01-27,Sweden,3,0,1,5,1
2022-01-28,Afghanistan,8,2,1,23,6
2022-01-28,Japan,36,3,3,64,19
2022-01-28,Sweden,3,0,1,5,1
2022-01-29,Afghanistan,8,2,0,24,6
2022-01-29,Japan,37,3,3,64,18
2022-01-29,Sweden,3,0,1,5,1
2022-01-30,Afghanistan,8,2,0,24,6
2022-01-30,Japan,37,3,3,65,17
2022-01-30,Sweden,3,0,1,5,1
2022-01-31,Afghanistan,8,1,1,26,4
2022-01-31,Japan,38,1,4,66,16
2022-01-31,Sweden,3,0,0,6,1
2022-02-01,Afghanistan,8,1,1,26,4
2022-02-01,Japan,38,1,3,67,16
2022-02-01,Sweden,3,1,0,5,1
2022-02-02,Afghanistan,8,1,1,26,4
2022-02-02,Japan,38,2,2,68,15
2022-02-02,Sweden,3,1,0,5,1
2022-02-03,Afghanistan,8,1,1,26,4
2022-02-03,Japan,38,2,2,68,15
2022-02-03,Sweden,3,1,0,5,1
2022-02-04,Afghanistan,8,0,2,26,4
2022-02-04,Japan,39,2,2,70,12
2022-02-04,Sweden,3,1,0,5,1
2022-02-05,Afghanistan,8,0,1,28,3
2022-02-05,Japan,39,2,0,72,12
2022-02-05,Sweden,3,1,0,5,1
2022-02-06,Afghanistan,8,0,1,29,2
2022-02-06,Japan,40,2,1,73,9
2022-02-06,Sweden,3,1,0,5,1
2022-02-07,Afghanistan,8,0,1,30,1
2022-02-07,Japan,40,2,1,75,7
2022-02-07,Sweden,3,1,0,5,1
2022-02-08,Afghanistan,8,1,1,29,1
2022-02-08,Japan,40,2,1,75,7
2022-02-08,Sweden,3,1,0,5,1
2022-02-09,Afghanistan,8,1,0,30,1
2022-02-09,Japan,41,2,1,76,5
2022-02-09,Sweden,3,1,0,6,0
2022-02-10,Afghanistan,8,1,0,30,1
2022-02-10,Japan,42,2,1,77,3
2022-02-10,Sweden,3,1,0,6,0
2022-02-11,Afghanistan,8,1,0,30,1
2022-02-11,Japan,42,2,0,78,3
2022-02-11,Sweden,3,1,0,6,0
2022-02-12,Afghanistan,8,1,0,30,1
2022-02-12,Japan,43,2,0,78,2
2022-02-12,Sweden,3,1,0,6,0
2022-02-13,Afghanistan,8,1,0,30,1
2022-02-13,Japan,43,1,1,78,2
2022-02-13,Sweden,3,0,1,6,0
2022-02-14,Afghanistan,8,2,0,29,1
2022-02-14,Japan,43,1,1,78,2
2022-02-14,Sweden,3,0,1,6,0
2022-02-15,Afghanistan,8,2,0,29,1
2022-02-15,Japan,43,0,2,78,2
2022-02-15,Sweden,3,0,1,6,0
2022-02-16,Afghanistan,8,2,0,29,1
2022-02-16,Japan,43,0,2,78,2
2022-02-16,Sweden,3,0,1,6,0
2022-02-17,Afghanistan,8,2,0,29,1
2022-02-17,Japan,43,0,2,78,2
2022-02-17,Sweden,3,0,1,6,0
2022-02-18,Afghanistan,8,2,0,29,1
2022-02-18,Japan,43,0,1,79,2
2022-02-18,Sweden,3,0,0,6,1
2022-02-19,Afghanistan,8,2,0,29,1
2022-02-19,Japan,43,0,1,79,2
2022-02-19,Sweden,3,0,0,6,1
2022-02-20,Afghanistan,8,2,0,30,0
2022-02-20,Japan,43,0,0,81,1
2022-02-20,Sweden,3,0,0,6,1
2022-02-21,Afghanistan,8,2,0,30,0
2022-02-21,Japan,43,0,0,81,1
2022-02-21,Sweden,3,0,0,6,1
2022-02-22,Afghanistan,8,2,0,30,0
2022-02-22,Japan,43,0,0,81,1
2022-02-22,Sweden,3,0,0,6,1
2022-02-23,Afghanistan,8,3,0,29,0
2022-02-23,Japan,43,0,0,81,1
2022-02-23,Sweden,3,0,0,6,1
2022-02-24,Afghanistan,8,3,0,29,0
2022-02-24,Japan,43,0,0,81,1
2022-02-24,Sweden,3,0,0,6,1
2022-02-25,Afghanistan,8,3,0,29,0
2022-02-25,Japan,43,0,0,81,1
2022-02-25,Sweden,3,0,0,6,1
2022-02-26,Afghanistan,8,3,0,29,0
2022-02-26,Japan,43,0,0,82,0
2022-02-26,Sweden,3,0,0,6,1
2022-02-27,Afghanistan,8,3,0,29,0
2022-02-27,Japan,43,0,0,82,0
2022-02-27,Sweden,3,0,0,6,1
2022-02-28,Afghanistan,8,3,0,29,0
2022-02-28,Japan,43,0,0,82,0
2022-02-28,Sweden,3,0,0,6,1
2022-03-01,Afghanistan,8,3,0,29,0
2022-03-01,Japan,43,0,0,82,0
2022-03-01,Sweden,3,0,0,6,1
2022-03-02,Afghanistan,8,3,0,29,0
2022-03-02,Japan,43,0,0,82,0
2022-03-02,Sweden,3,0,0,6,1
2022-03-03,Afghanistan,8,3,0,29,0
2022-03-03,Japan,43,0,0,82,0
2022-03-03,Sweden,3,0,0,6,1
2022-03-04,Afghanistan,8,3,0,29,0
2022-03-04,Japan,43,0,0,82,0
2022-03-04,Sweden,3,0,0,6,1
2022-03-05,Afghanistan,8,3,0,29,0
2022-03-05,Japan,43,0,0,82,0
2022-03-05,Sweden,3,0,0,7,0
2022-03-06,Afghanistan,8,2,1,29,0
2022-03-06,Japan,43,0,0,82,0
2022-03-06,Sweden,3,0,0,7,0
2022-03-07,Afghanistan,8,2,1,29,0
2022-03-07,Japan,43,0,0,82,0
2022-03-07,Sweden,3,0,0,7,0
2022-03-08,Afghanistan,8,2,1,29,0
2022-03-08,Japan,43,0,0,82,0
2022-03-08,Sweden,3,0,0,7,0
2022-03-09,Afghanistan,8,2,1,29,0
2022-03-09,Japan,43,0,0,82,0
2022-03-09,Sweden,3,0,0,7,0
2022-03-10,Afghanistan,8,2,1,29,0
2022-03-10,Japan,43,0,0,82,0
2022-03-10,Sweden,3,0,0,7,0
2022-03-11,Afghanistan,8,2,0,30,0
2022-03-11,Japan,43,0,0,82,0
2022-03-11,Sweden,3,0,0,7,0
2022-03-12,Afghanistan,8,2,0,30,0
2022-03-12,Japan,43,0,0,82,0
2022-03-12,Sweden,3,0,0,7,0
2022-03-13,Afghanistan,8,1,1,30,0
2022-03-13,Japan,43,0,0,82,0
2022-03-13,Sweden,3,0,0,7,0
2022-03-14,Afghanistan,8,1,1,30,0
2022-03-14,Japan,43,0,0,82,0
2022-03-14,Sweden,3,0,0,7,0
2022-03-15,Afghanistan,8,1,1,30,0
2022-03-15,Japan,43,0,0,82,0
2022-03-15,Sweden,3,0,0,7,0
2022-03-16,Afghanistan,8,1,1,30,0
2022-03-16,Japan,43,0,0,82,0
2022-03-16,Sweden,3,0,0,7,0
2022-03-17,Afghanistan,8,1,1,30,0
2022-03-17,Japan,43,0,0,82,0
2022-03-17,Sweden,3,0,0,7,0
2022-03-18,Afghanistan,8,1,0,31,0
2022-03-18,Japan,43,0,0,82,0
2022-03-18,Sweden,3,0,0,7,0
2022-03-19,Afghanistan,8,1,0,31,0
2022-03-19,Japan,43,0,0,82,0
2022-03-19,Sweden,3,0,0,7,0
2022-03-20,Afghanistan,8,1,0,31,0
2022-03-20,Japan,43,0,0,82,0
2022-03-20,Sweden,3,0,0,7,0
2022-03-21,Afghanistan,8,1,0,31,0
2022-03-21,Japan,43,0,0,82,0
2022-03-21,Sweden,3,0,0,7,0
2022-03-22,Afghanistan,8,1,0,31,0
2022-03-22,Japan,43,0,0,82,0
2022-03-22,Sweden,3,0,0,7,0
2022-03-23,Afghanistan,8,1,0,31,0
2022-03-23,Japan,43,0,0,82,0
2022-03-23,Sweden,3,0,0,7,0
2022-03-24,Afghanistan,8,1,0,31,0
2022-03-24,Japan,43,0,0,82,0
2022-03-24,Sweden,3,0,0,7,0
2022-03-25,Afghanistan,8,0,1,31,0
2022-03-25,Japan,43,0,0,82,0
2022-03-25,Sweden,3,0,0,7,0
2022-03-26,Afghanistan,8,0,1,31,0
2022-03-26,Japan,43,0,0,82,0
2022-03-26,Sweden,3,0,0,7,0
2022-03-27,Afghanistan,8,0,1,31,0
2022-03-27,Japan,43,0,0,82,0
2022-03-27,Sweden,3,0,0,7,0
2022-03-28,Afghanistan,8,0,1,31,0
2022-03-28,Japan,43,0,0,82,0
2022-03-28,Sweden,3,0,0,7,0
2022-03-29,Afghanistan,8,0,1,31,0
2022-03-29,Japan,43,0,0,82,0
2022-03-29,Sweden,3,0,0,7,0
2022-03-30,Afghanistan,8,0,0,32,0
2022-03-30,Japan,43,0,0,82,0
2022-03-30,Sweden,3,0,0,7,0
2022-03-31,Afghanistan,8,0,0,32,0
2022-03-31,Japan,43,0,0,82,0
2022-03-31,Sweden,3,0,0,7,0
2022-04-01,Afghanistan,8,0,0,32,0
2022-04-01,Japan,43,0,0,82,0
2022-04-01,Sweden,3,0,0,7,0
2022-04-02,Afghanistan,8,0,0,32,0
2022-04-02,Japan,43,0,0,82,0
2022-04-02,Sweden,3,0,0,7,0
2022-04-03,Afghanistan,8,0,0,32,0
2022-04-03,Japan,43,0,0,82,0
2022-04-03,Sweden,3,0,0,7,0
2022-04-04,Afghanistan,8,0,0,32,0
2022-04-04,Japan,43,0,0,82,0
2022-04-04,Sweden,3,0,0,7,0
2022-04-05,Afghanistan,8,0,0,32,0
2022-04-05,Japan,43,0,0,82,0
2022-04-05,Sweden,3,0,0,7,0
2022-04-06,Afghanistan,8,0,0,32,0
2022-04-06,Japan,43,0,0,82,0
2022-04-06,Sweden,3,0,0,7,0
2022-04-07,Afghanistan,8,0,0,32,0
2022-04-07,Japan,43,0,0,82,0
2022-04-07,Sweden,3,0,0,7,0
2022-04-08,Afghanistan,8,0,0,32,0
2022-04-08,Japan,43,0,0,82,0
2022-04-08,Sweden,3,0,0,7,0
2022-04-09,Afghanistan,8,0,0,32,0
2022-04-09,Japan,43,0,0,82,0
2022-04-09,Sweden,3,0,0,7,0
2022-04-10,Afghanistan,8,0,0,32,0
2022-04-10,Japan,43,0,0,82,0
2022-04-10,Sweden,3,0,0,7,0
2022-04-11,Afghanistan,8,0,0,32,0
2022-04-11,Japan,43,0,0,82,0
2022-04-11,Sweden,3,0,0,7,0
2022-04-12,Afghanistan,8,0,0,32,0
2022-04-12,Japan,43,0,0,82,0
2022-04-12,Sweden,3,0,0,7,0
2022-04-13,Afghanistan,8,0,0,32,0
2022-04-13,Japan,43,0,0,82,0
2022-04-13,Sweden,3,0,0,7,0
2022-04-14,Afghanistan,8,0,0,32,0
2022-04-14,Japan,43,0,0,82,0
2022-04-14,Sweden,3,0,0,7,0
2022-04-15,Afghanistan,8,0,0,32,0
2022-04-15,Japan,43,0,0,82,0
2022-04-15,Sweden,3,0,0,7,0
2022-04-16,Afghanistan,8,0,0,32,0
2022-04-16,Japan,43,0,0,82,0
2022-04-16,Sweden,3,0,0,7,0
2022-04-17,Afghanistan,8,0,0,32,0
2022-04-17,Japan,43,1,0,81,0
2022-04-17,Sweden,3,0,0,7,0
2022-04-18,Afghanistan,8,0,0,32,0
2022-04-18,Japan,43,1,0,81,0
2022-04-18,Sweden,3,0,0,7,0
2022-04-19,Afghanistan,8,0,0,32,0
2022-04-19,Japan,43,1,1,80,0
2022-04-19,Sweden,3,0,0,7,0
2022-04-20,Afghanistan,8,0,0,32,0
2022-04-20,Japan,43,3,1,78,0
2022-04-20,Sweden,3,0,0,7,0
2022-04-21,Afghanistan,8,1,0,31,0
2022-04-21,Japan,43,4,1,77,0
2022-04-21,Sweden,3,0,0,7,0
2022-04-22,Afghanistan,8,1,1,30,0
2022-04-22,Japan,43,2,3,77,0
2022-04-22,Sweden,3,0,0,7,0
2022-04-23,Afghanistan,8,1,1,30,0
2022-04-23,Japan,43,2,3,77,0
2022-04-23,Sweden,3,0,0,7,0
2022-04-24,Afghanistan,8,1,1,30,0
2022-04-24,Japan,43,3,3,75,1
2022-04-24,Sweden,3,1,0,6,0
2022-04-25,Afghanistan,8,0,2,30,0
2022-04-25,Japan,43,2,4,75,1
2022-04-25,Sweden,3,1,0,6,0
2022-04-26,Afghanistan,8,0,2,30,0
2022-04-26,Japan,43,4,4,73,1
2022-04-26,Sweden,3,0,1,6,0
2022-04-27,Afghanistan,8,1,1,30,0
2022-04-27,Japan,43,3,3,75,1
2022-04-27,Sweden,3,0,1,6,0
2022-04-28,Afghanistan,8,1,1,30,0
2022-04-28,Japan,43,4,4,73,1
2022-04-28,Sweden,3,0,1,6,0
2022-04-29,Afghanistan,8,2,1,29,0
2022-04-29,Japan,43,2,5,73,2
2022-04-29,Sweden,3,0,1,6,0
2022-04-30,Afghanistan,8,2,0,30,0
2022-04-30,Japan,43,2,4,74,2
2022-04-30,Sweden,3,0,1,6,0
